,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
62230,IN10042943,PENDINGVEN,NW000431,GC WAN,GC WAN,18NOV2016:07:51:08,5
62269,IN10042951,PENDINGVEN,NW000417,GC WAN,GC WAN,17NOV2016:23:12:36,13
62305,IN10042962,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,18NOV2016:10:17:02,19
62343,IN10042972,PENDINGVEN,NW000431,GC WAN,GC WAN,01DEC2016:10:26:16,59
62349,IN10042973,PENDINGVEN,NW000412,Fixed Line,Fixed Line,18NOV2016:10:15:00,11
62354,IN10042974,PENDINGVEN,DC000130,High-performance Computing,HPC - Interaction & Visualization,21NOV2016:18:00:13,4
62359,IN10042976,PENDINGVEN,DC000130,High-performance Computing,HPC - Interaction & Visualization,21NOV2016:07:12:22,359
62369,IN10042977,PENDINGVEN,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,18NOV2016:13:35:43,26
62381,IN10042979,PENDINGVEN,NW000412,Fixed Line,Fixed Line,25NOV2016:12:26:49,26
62461,IN10042999,PENDINGVEN,NW000417,GC WAN,GC WAN,18NOV2016:15:59:07,0
62489,IN10043004,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,18NOV2016:18:12:42,176
62517,IN10043012,PENDINGVEN,NW000417,GC WAN,GC WAN,18NOV2016:23:22:35,0
62566,IN10043023,PENDINGVEN,NW000431,GC WAN,GC WAN,28NOV2016:07:54:32,59
62684,IN10043055,PENDINGVEN,NW000417,GC WAN,GC WAN,01DEC2016:14:27:12,272
62691,IN10043056,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,20NOV2016:14:21:24,4
62748,IN10043067,PENDINGVEN,NW000431,GC WAN,GC WAN,28NOV2016:07:53:58,59
62769,IN10043072,PENDINGVEN,NW000433,GC WAN,GC WAN,21NOV2016:12:55:27,4
62858,IN10043094,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,21NOV2016:08:08:44,114
62860,IN10043094,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,21NOV2016:08:56:52,114
62861,IN10043094,PENDINGVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,24NOV2016:16:47:28,76
62921,IN10043108,PENDINGVEN,EDC00054,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,21NOV2016:12:13:41,99
62990,IN10043126,PENDINGVEN,NW000433,GC WAN,GC WAN,21NOV2016:10:42:04,2
63012,IN10043131,PENDINGVEN,DC000115,Midrange,Midrange - Windows -X86,21NOV2016:14:41:15,79
63053,IN10043144,PENDINGVEN,ITS00332,Secure Remote Access,Secure Remote Access,21NOV2016:14:18:58,34
63080,IN10043150,PENDINGVEN,0,0,0,22NOV2016:07:59:44,0
63082,IN10043150,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,22NOV2016:08:00:38,0
63181,IN10043167,PENDINGVEN,DC000115,Midrange,Midrange - Windows -X86,22NOV2016:09:04:36,125
63191,IN10043169,PENDINGVEN,NW000412,Fixed Line,Fixed Line,23NOV2016:10:52:39,18
63283,IN10043191,PENDINGVEN,NW000437,Fixed Line,Fixed Line,22NOV2016:10:53:12,44
63357,IN10043206,PENDINGVEN,NW000412,Fixed Line,Fixed Line,23NOV2016:13:20:11,26
63426,IN10043218,PENDINGVEN,NW000412,Fixed Line,Fixed Line,06DEC2016:08:58:31,70
63457,IN10043224,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,06DEC2016:07:19:07,1
63695,IN10043278,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,22NOV2016:14:38:49,6
63834,IN10043308,PENDINGVEN,DC000127,High-performance Computing,HPC -Big Data Exchange,24NOV2016:09:34:35,87
63907,IN10043324,PENDINGVEN,NW000417,GC WAN,GC WAN,23NOV2016:15:01:37,10
64083,IN10043368,PENDINGVEN,NW000417,GC WAN,GC WAN,24NOV2016:12:03:47,8
64246,IN10043400,PENDINGVEN,NW000412,Fixed Line,Fixed Line,25NOV2016:13:02:45,12
64384,IN10043431,PENDINGVEN,NW000412,Fixed Line,Fixed Line,28NOV2016:11:38:23,15
64466,IN10043449,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,25NOV2016:14:25:04,292
64559,IN10043468,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,25NOV2016:14:35:12,215
64636,IN10043485,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,30NOV2016:10:27:10,28
64695,IN10043500,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,26NOV2016:08:23:06,59
64889,IN10043548,PENDINGVEN,NW000417,GC WAN,GC WAN,27NOV2016:04:34:22,0
65057,IN10043587,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,28NOV2016:09:29:48,157
65161,IN10043611,PENDINGVEN,NW000417,GC WAN,GC WAN,28NOV2016:15:13:34,168
65305,IN10043645,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,28NOV2016:17:45:59,13
65433,IN10043674,PENDINGVEN,DC000128,High-performance Computing,High-performance Computing,29NOV2016:11:04:04,1
65544,IN10043698,PENDINGVEN,NW000417,GC WAN,GC WAN,30NOV2016:12:59:51,11
65589,IN10043710,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,30NOV2016:13:03:48,25
65645,IN10043726,PENDINGVEN,NW000417,GC WAN,GC WAN,30NOV2016:05:19:47,17
65650,IN10043727,PENDINGVEN,NW000417,GC WAN,GC WAN,30NOV2016:07:04:37,14
65730,IN10043746,PENDINGVEN,NW000433,GC WAN,GC WAN,30NOV2016:11:15:01,5
65868,IN10043771,PENDINGVEN,NW000417,GC WAN,GC WAN,30NOV2016:15:52:20,8
65873,IN10043772,PENDINGVEN,NW000417,GC WAN,GC WAN,30NOV2016:15:53:28,8
65900,IN10043779,PENDINGVEN,0,0,0,30NOV2016:16:23:23,0
65902,IN10043779,PENDINGVEN,DC000128,High-performance Computing,High-performance Computing,30NOV2016:16:43:01,20
65969,IN10043794,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,30NOV2016:21:21:08,8
66005,IN10043801,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,01DEC2016:10:55:43,1
66272,IN10043875,PENDINGVEN,NW000433,GC WAN,GC WAN,02DEC2016:12:51:00,5
66480,IN10043915,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,02DEC2016:01:46:02,27
66496,IN10043921,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,02DEC2016:04:41:24,21
66778,IN10043982,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,03DEC2016:05:01:29,18
66779,IN10043982,PENDINGVEN,DC000163,Other Activities,Other - Service Management,06DEC2016:15:42:51,0
