,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
1037913,IN10259885,SLAHOLD,ITS00380,Directory Services,Directory Services,08JUN2021:13:26:13,0
1037990,IN10259903,SLAHOLD,NW000480,Email,Email,0,0
1038013,IN10259906,SLAHOLD,COR00559,Other Activities,Other - Internal Services & Strategy,17JUN2021:14:01:49,0
1038035,IN10259911,SLAHOLD,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,10JUN2021:13:19:53,149
1038058,IN10259915,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,08JUN2021:08:26:05,0
1038368,IN10260009,SLAHOLD,DC000224,Midrange,Midrange - Windows -X86,10JUN2021:10:28:06,40
1038422,IN10260020,SLAHOLD,NW000503,Contact Centre,Contact Centre,08JUN2021:14:40:59,29
1038515,IN10260038,SLAHOLD,ESI00011,Other Activities,Other - Service Management,18JUN2021:12:47:56,279
1038945,IN10260137,SLAHOLD,NW000401,Intra-building Network Services,IBN - Data Centre Network,10JUN2021:10:03:57,7
1038949,IN10260138,SLAHOLD,SM000561,Other Activities,Other - Service Management,08JUN2021:19:50:29,0
1039421,IN10260261,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,09JUN2021:11:46:24,10
1039460,IN10260271,SLAHOLD,ESI00011,Other Activities,Other - Service Management,10JUN2021:08:18:59,342
1039474,IN10260274,SLAHOLD,SM000586,Other Activities,Other - Service Management,0,0
1039557,IN10260290,SLAHOLD,NW000433,GC WAN,GC WAN,10JUN2021:06:28:47,2
1039611,IN10260302,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,10JUN2021:06:27:23,2
1039618,IN10260303,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,10JUN2021:10:30:27,93
1039619,IN10260303,SLAHOLD,NW000459,GC WAN,GC WAN,10JUN2021:12:12:09,91
1039623,IN10260304,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,0,0
1039779,IN10260336,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,09JUN2021:17:35:38,25
1039797,IN10260340,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,11JUN2021:09:45:53,24
1039801,IN10260341,SLAHOLD,NW000408,Fixed Line,Fixed - VoIP,0,0
1039851,IN10260354,SLAHOLD,ITS00343,Firewall,Firewall,10JUN2021:11:34:46,3
1039910,IN10260369,SLAHOLD,NW000472,Conferencing Services,Conferencing - Videoconferencing,14JUN2021:12:06:12,29
1039974,IN10260383,SLAHOLD,NW000439,Fixed Line,Fixed - VoIP,0,0
1040164,IN10260428,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,10JUN2021:07:13:00,0
1040283,IN10260458,SLAHOLD,NW000509,Email,Email,0,0
1040445,IN10260514,SLAHOLD,NW000417,GC WAN,GC WAN,16JUN2021:15:44:40,24
1040455,IN10260515,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),27JUN2021:11:36:52,204
1040486,IN10260521,SLAHOLD,SM000585,Other Activities,Other - Service Management,14JUN2021:07:58:53,188
1040487,IN10260521,SLAHOLD,SM000582,Other Activities,Other - Service Management,14JUN2021:08:06:44,102
1040517,IN10260529,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,10JUN2021:13:01:54,3
1040544,IN10260533,SLAHOLD,ITS00343,Firewall,Firewall,10JUN2021:15:08:16,4
1040586,IN10260543,SLAHOLD,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,10JUN2021:15:06:09,3
1040679,IN10260565,SLAHOLD,NW000439,Fixed Line,Fixed - VoIP,0,0
1040684,IN10260565,SLAHOLD,NW000439,Fixed Line,Fixed - VoIP,11JUN2021:10:39:39,3
1040792,IN10260606,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,14JUN2021:09:17:34,4
1040829,IN10260613,SLAHOLD,NW000417,GC WAN,GC WAN,14JUN2021:09:48:34,8
1040869,IN10260622,SLAHOLD,COR00559,Other Activities,Other - Internal Services & Strategy,18JUN2021:08:14:29,1
1040887,IN10260625,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,11JUN2021:12:25:31,18
1040888,IN10260625,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,15JUN2021:10:45:52,0
1041120,IN10260676,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,11JUN2021:08:27:05,9
1041177,IN10260687,SLAHOLD,EDC00041,Data Centre Facilities Management,Data Centre Facilities Management,29JUN2021:14:27:29,0
1041343,IN10260721,SLAHOLD,DC000248,Midrange,Midrange - Windows -X86,15JUN2021:14:10:46,0
1041346,IN10260721,SLAHOLD,ITS00341,Firewall,Firewall,29JUN2021:16:07:27,34
1041347,IN10260721,SLAHOLD,DC000248,Midrange,Midrange - Windows -X86,29JUN2021:16:17:25,32
1041348,IN10260721,SLAHOLD,DC000248,Midrange,Midrange - Windows -X86,06JUL2021:09:14:51,1
1041541,IN10260783,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,14JUN2021:11:17:20,23
1041758,IN10260824,SLAHOLD,NW000508,Workplace Technology Services,Workplace Technology Services,16JUN2021:13:04:09,15
1041874,IN10260846,SLAHOLD,NW000508,Workplace Technology Services,Workplace Technology Services,16JUN2021:11:57:27,259
1041915,IN10260858,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,12JUN2021:09:05:43,0
1041939,IN10260862,SLAHOLD,ITS00341,Firewall,Firewall,08JUL2021:07:55:33,632
1042677,IN10261047,SLAHOLD,ITS00332,Secure Remote Access,Secure Remote Access,15JUN2021:08:38:29,96
1042793,IN10261071,SLAHOLD,DC000152,Middleware,Middleware,15JUN2021:14:24:29,15
1042845,IN10261082,SLAHOLD,ITS00380,Directory Services,Directory Services,15JUN2021:07:42:05,0
1042923,IN10261099,SLAHOLD,ITS00380,Directory Services,Directory Services,15JUN2021:07:44:55,2
1042947,IN10261104,SLAHOLD,NW000417,GC WAN,GC WAN,14JUN2021:21:22:00,9
1043049,IN10261128,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,15JUN2021:06:19:10,28
1043050,IN10261128,SLAHOLD,ESI00011,Other Activities,Other - Service Management,15JUN2021:06:19:46,28
1043051,IN10261128,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,16JUN2021:13:12:03,12
1043052,IN10261128,SLAHOLD,EDC00029,Other Activities,Other - Service Management,17JUN2021:14:03:59,0
1043100,IN10261136,SLAHOLD,NW000423,GC WAN,GC WAN International,15JUN2021:15:28:06,0
1043115,IN10261139,SLAHOLD,DC000117,Storage,Storage,15JUN2021:19:25:51,9
1043186,IN10261154,SLAHOLD,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,15JUN2021:14:17:39,0
1043209,IN10261156,SLAHOLD,NW000509,Email,Email,07JUL2021:11:45:27,114
1043552,IN10261237,SLAHOLD,ITS00380,Directory Services,Directory Services,15JUN2021:11:47:21,23
1043569,IN10261241,SLAHOLD,ITS00306,Other Activities,Other - Security,16JUN2021:14:43:56,885
1043619,IN10261252,SLAHOLD,ITS00306,Other Activities,Other - Security,16JUN2021:14:43:07,69
1043620,IN10261252,SLAHOLD,ITS00343,Firewall,Firewall,18JUN2021:14:36:58,5
1043673,IN10261271,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,15JUN2021:11:19:09,9
1043685,IN10261275,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,15JUN2021:11:27:41,9
1043877,IN10261323,SLAHOLD,DC000128,High-performance Computing,High-performance Computing,16JUN2021:20:48:48,50
1043938,IN10261338,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,25JUN2021:13:01:22,56
1044011,IN10261357,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,17JUN2021:10:52:53,3
1044087,IN10261375,SLAHOLD,NW000431,GC WAN,GC WAN,0,0
1044318,IN10261422,SLAHOLD,ITS00341,Firewall,Firewall,16JUN2021:14:38:51,0
1044422,IN10261446,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,16JUN2021:05:15:23,18
1044465,IN10261456,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,16JUN2021:09:29:25,45
1044729,IN10261542,SLAHOLD,ITS00380,Directory Services,Directory Services,16JUN2021:11:56:44,10
1044793,IN10261556,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,18JUN2021:11:05:41,63
1045084,IN10261626,SLAHOLD,ITS00380,Directory Services,Directory Services,17JUN2021:12:14:16,3
1045120,IN10261634,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,22JUN2021:13:15:54,8
1045237,IN10261659,SLAHOLD,DC000113,Midrange,Midrange,29JUN2021:14:22:40,0
1045238,IN10261659,SLAHOLD,ITS00341,Firewall,Firewall,07JUL2021:12:56:37,0
1045264,IN10261664,SLAHOLD,NW000446,Intra-building Network Services,IBN - GC LAN,23JUN2021:12:32:59,114
1045559,IN10261753,SLAHOLD,DC000129,High-performance Computing,High-performance Computing,18JUN2021:14:22:25,10
1045617,IN10261766,SLAHOLD,ITS00327,Other Activities,Other - Security,17JUN2021:10:54:29,289
1045875,IN10261819,SLAHOLD,ESI00011,Other Activities,Other - Service Management,0,0
1045915,IN10261826,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,24JUN2021:11:36:56,236
1046320,IN10261946,SLAHOLD,NW000417,GC WAN,GC WAN,18JUN2021:09:40:06,4
1046363,IN10261954,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,18JUN2021:09:16:38,13
1046364,IN10261954,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,21JUN2021:12:31:34,89
1046513,IN10261987,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,21JUN2021:13:16:32,17
1046550,IN10261999,SLAHOLD,ITS00380,Directory Services,Directory Services,18JUN2021:14:56:02,3
1046564,IN10262002,SLAHOLD,DC000249,Midrange,Midrange - Windows -X86,12JUL2021:14:13:52,219
1046694,IN10262035,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,18JUN2021:13:06:30,69
1046716,IN10262043,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,18JUN2021:13:57:53,0
1047309,IN10262173,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,23JUN2021:09:11:43,253
1047310,IN10262173,SLAHOLD,ESI00011,Other Activities,Other - Service Management,23JUN2021:09:36:37,253
1047340,IN10262181,SLAHOLD,NW000417,GC WAN,GC WAN,21JUN2021:12:20:59,0
1047385,IN10262191,SLAHOLD,NW000417,GC WAN,GC WAN,19JUN2021:08:57:28,5
1047430,IN10262205,SLAHOLD,NW000400,Intra-building Network Services,IBN - Data Centre Network,0,0
1047433,IN10262205,SLAHOLD,EDC00029,Other Activities,Other - Service Management,0,0
1047437,IN10262205,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,21JUN2021:08:30:43,953
1047508,IN10262229,SLAHOLD,NW000423,GC WAN,GC WAN International,21JUN2021:11:46:50,0
1047524,IN10262233,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,19JUN2021:16:25:38,0
1047927,IN10262344,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,21JUN2021:07:13:20,4
1047955,IN10262357,SLAHOLD,NW000450,Intra-building Network Services,IBN - GC LAN,21JUN2021:12:08:10,789
1047956,IN10262357,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,23JUN2021:10:26:58,28
1048468,IN10262480,SLAHOLD,DC000129,High-performance Computing,High-performance Computing,22JUN2021:09:17:45,3
1048483,IN10262484,SLAHOLD,DC000209,Midrange,Midrange,21JUN2021:15:55:39,3
1048651,IN10262527,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,22JUN2021:06:23:29,4
1048698,IN10262537,SLAHOLD,ITS00380,Directory Services,Directory Services,22JUN2021:16:28:02,10
1048752,IN10262551,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,22JUN2021:09:26:48,5
1048836,IN10262566,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,25JUN2021:10:36:08,0
1049136,IN10262640,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,22JUN2021:11:59:07,8
1049142,IN10262641,SLAHOLD,DC000129,High-performance Computing,High-performance Computing,22JUN2021:10:57:37,0
1049246,IN10262666,SLAHOLD,SM000585,Other Activities,Other - Service Management,23JUN2021:10:51:24,4
1049284,IN10262672,SLAHOLD,NW000509,Email,Email,24JUN2021:13:42:22,0
1049329,IN10262680,SLAHOLD,NW000509,Email,Email,22JUN2021:13:41:41,0
1049553,IN10262749,SLAHOLD,ITS00380,Directory Services,Directory Services,22JUN2021:16:49:32,9
1049583,IN10262756,SLAHOLD,NW000439,Fixed Line,Fixed - VoIP,0,0
1049623,IN10262765,SLAHOLD,ITS00380,Directory Services,Directory Services,24JUN2021:07:40:41,12
1049671,IN10262776,SLAHOLD,DC000188,Midrange,Midrange,23JUN2021:10:19:08,209
1049690,IN10262780,SLAHOLD,DC000248,Midrange,Midrange - Windows -X86,23JUN2021:12:59:20,54
1049691,IN10262780,SLAHOLD,ESI00011,Other Activities,Other - Service Management,23JUN2021:13:01:40,54
1049719,IN10262787,SLAHOLD,ITS00343,Firewall,Firewall,0,0
1049725,IN10262787,SLAHOLD,ITS00343,Firewall,Firewall,24JUN2021:09:16:24,465
1049728,IN10262788,SLAHOLD,ESI00011,Other Activities,Other - Service Management,0,0
1049735,IN10262788,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),22JUN2021:23:40:08,2
1049737,IN10262788,SLAHOLD,ITS00313,Internal Credential Management (ICM),Internal Credential Management (ICM),25JUN2021:11:29:31,177
1049738,IN10262788,SLAHOLD,ESI00011,Other Activities,Other - Service Management,25JUN2021:11:44:30,177
1049798,IN10262802,SLAHOLD,NW000509,Email,Email,07JUL2021:11:14:16,647
1049861,IN10262818,SLAHOLD,ESI00011,Other Activities,Other - Service Management,26JUN2021:00:31:44,50
1049929,IN10262831,SLAHOLD,ITS00380,Directory Services,Directory Services,25JUN2021:09:36:14,6
1050202,IN10262894,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,23JUN2021:11:05:32,17
1050230,IN10262902,SLAHOLD,ITS00380,Directory Services,Directory Services,24JUN2021:07:44:04,12
1050322,IN10262920,SLAHOLD,ITS00380,Directory Services,Directory Services,24JUN2021:07:49:21,31
1050410,IN10262938,SLAHOLD,DC000129,High-performance Computing,High-performance Computing,23JUN2021:15:33:07,34
1050443,IN10262944,SLAHOLD,ITS00380,Directory Services,Directory Services,24JUN2021:07:53:21,12
1050585,IN10262977,SLAHOLD,NW000509,Email,Email,0,0
1050637,IN10262988,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,28JUN2021:08:58:48,2
1050777,IN10263016,SLAHOLD,NW000412,Fixed Line,Fixed Line,25JUN2021:08:41:06,45
1050829,IN10263029,SLAHOLD,NW000483,Managed Secure File Transfer,Managed Secure File Transfer,29JUN2021:12:46:57,0
1051079,IN10263089,SLAHOLD,NW000450,Intra-building Network Services,IBN - GC LAN,12JUL2021:11:11:18,0
1051149,IN10263101,SLAHOLD,ITS00381,Directory Services,Directory Services,24JUN2021:15:03:41,0
1051264,IN10263126,SLAHOLD,NW000431,GC WAN,GC WAN,0,0
1051525,IN10263188,SLAHOLD,ESI00011,Other Activities,Other - Service Management,0,0
1051529,IN10263188,SLAHOLD,ITS00377,Directory Services,Directory Services,0,0
1051530,IN10263188,SLAHOLD,NW000449,Intra-building Network Services,IBN - GC LAN,0,0
1051534,IN10263188,SLAHOLD,ITS00377,Directory Services,Directory Services,29JUN2021:09:21:52,316
1051535,IN10263188,SLAHOLD,NW000453,Intra-building Network Services,IBN - GC LAN,16JUL2021:09:39:12,196
1051623,IN10263207,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,25JUN2021:06:26:45,3
1051677,IN10263219,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,28JUN2021:14:59:37,2
1051747,IN10263247,SLAHOLD,ITS00380,Directory Services,Directory Services,25JUN2021:10:24:31,142
1051748,IN10263247,SLAHOLD,ITS00381,Directory Services,Directory Services,06JUL2021:11:12:31,81
1051802,IN10263259,SLAHOLD,ITS00327,Other Activities,Other - Security,25JUN2021:12:13:19,102
1051946,IN10263286,SLAHOLD,DC000248,Midrange,Midrange - Windows -X86,25JUN2021:15:17:53,53
1052290,IN10263360,SLAHOLD,ESI00011,Other Activities,Other - Service Management,28JUN2021:10:04:32,222
1052357,IN10263375,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,28JUN2021:13:38:31,508
1052727,IN10263495,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,28JUN2021:11:47:11,0
1052728,IN10263495,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,28JUN2021:12:31:16,24
1052729,IN10263495,SLAHOLD,ESI00011,Other Activities,Other - Service Management,28JUN2021:13:12:19,24
1052842,IN10263528,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,27JUN2021:16:21:14,0
1052898,IN10263541,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,28JUN2021:06:18:59,100
1052905,IN10263543,SLAHOLD,NW000433,GC WAN,GC WAN,28JUN2021:08:43:50,3
1053270,IN10263683,SLAHOLD,DC000119,Other Activities,Other - Data Centre,30JUN2021:13:36:04,0
1053293,IN10263688,SLAHOLD,NW000472,Conferencing Services,Conferencing - Videoconferencing,06JUL2021:13:52:17,1
1054003,IN10263861,SLAHOLD,NW000453,Intra-building Network Services,IBN - GC LAN,30JUN2021:09:34:16,569
1054094,IN10263887,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,29JUN2021:10:53:51,16
1054214,IN10263911,SLAHOLD,NW000431,GC WAN,GC WAN,02JUL2021:14:54:28,54
1054387,IN10263953,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,0,0
1054418,IN10263957,SLAHOLD,ITS00380,Directory Services,Directory Services,29JUN2021:16:43:54,10
1054694,IN10264016,SLAHOLD,DC000152,Middleware,Middleware,30JUN2021:13:30:44,16
1055180,IN10266012,SLAHOLD,DC000152,Middleware,Middleware,02JUL2021:11:58:40,0
1055363,IN10266073,SLAHOLD,ENT00045,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,02JUL2021:12:19:22,4
1055364,IN10266073,SLAHOLD,ENT00045,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,05JUL2021:13:02:46,56
1055396,IN10266079,SLAHOLD,DC000139,Database,Database,05JUL2021:11:02:50,0
1055426,IN10266097,SLAHOLD,ITS00313,Internal Credential Management (ICM),Internal Credential Management (ICM),30JUN2021:18:00:31,10
1055712,IN10266194,SLAHOLD,NW000430,Intra-building Network Services,IBN - Data Centre Network,07JUL2021:10:53:26,37
1055952,IN10266253,SLAHOLD,NW000444,GC WAN,GC WAN,0,0
1056026,IN10266273,SLAHOLD,ITS00368,Internal Credential Management (ICM),Internal Credential Management (ICM),02JUL2021:00:18:05,11
1056116,IN10266322,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,02JUL2021:09:44:55,7
1056211,IN10266344,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,02JUL2021:10:18:07,10
1056443,IN10266413,SLAHOLD,DC000263,Storage,Storage - File,06JUL2021:10:40:59,40
1056492,IN10266424,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,0,0
1056493,IN10266424,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,0,0
1056536,IN10266432,SLAHOLD,DC000128,High-performance Computing,High-performance Computing,02JUL2021:16:50:25,7
1056623,IN10266452,SLAHOLD,NW000423,GC WAN,GC WAN International,06JUL2021:11:42:49,3
1056676,IN10266467,SLAHOLD,NW000492,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),0,0
1057418,IN10266646,SLAHOLD,DC000202,Midrange,Midrange - Windows -X86,05JUL2021:07:31:34,31
1057470,IN10266659,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,06JUL2021:17:27:37,24
1057579,IN10266691,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,05JUL2021:10:58:10,6
1057622,IN10266701,SLAHOLD,NW000439,Fixed Line,Fixed - VoIP,13JUL2021:08:53:54,2
1057683,IN10266714,SLAHOLD,ITS00327,Other Activities,Other - Security,08JUL2021:16:26:56,33
1057853,IN10266758,SLAHOLD,DC000263,Storage,Storage - File,05JUL2021:14:40:03,24
1057854,IN10266758,SLAHOLD,ESI00011,Other Activities,Other - Service Management,05JUL2021:14:57:10,23
1058036,IN10266803,SLAHOLD,DC000216,Storage,Storage - File,05JUL2021:17:54:39,5
1058046,IN10266805,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,06JUL2021:09:48:07,25
1058082,IN10266813,SLAHOLD,ITS00380,Directory Services,Directory Services,06JUL2021:08:23:09,10
1058095,IN10266817,SLAHOLD,NW000450,Intra-building Network Services,IBN - GC LAN,0,0
1058102,IN10266818,SLAHOLD,NW000417,GC WAN,GC WAN,0,0
1058413,IN10266897,SLAHOLD,DC000248,Midrange,Midrange - Windows -X86,06JUL2021:12:32:18,0
1058524,IN10266918,SLAHOLD,DC000209,Midrange,Midrange,06JUL2021:14:29:57,28
1058729,IN10266968,SLAHOLD,DC000129,High-performance Computing,High-performance Computing,06JUL2021:15:28:07,154
1058864,IN10266996,SLAHOLD,DC000209,Midrange,Midrange,09JUL2021:09:19:30,51
1058885,IN10267004,SLAHOLD,ITS00380,Directory Services,Directory Services,07JUL2021:10:00:26,2
1058919,IN10267011,SLAHOLD,NW000400,Intra-building Network Services,IBN - Data Centre Network,0,0
1059058,IN10267044,SLAHOLD,ESI00011,Other Activities,Other - Service Management,0,0
1059063,IN10267044,SLAHOLD,ESI00011,Other Activities,Other - Service Management,07JUL2021:09:37:18,119
1059139,IN10267063,SLAHOLD,DC000108,Data Centre Facilities Management,Data Centre Facilities Management,07JUL2021:15:32:28,15
1059162,IN10267068,SLAHOLD,NW000417,GC WAN,GC WAN,09JUL2021:08:07:40,40
1059232,IN10267083,SLAHOLD,ESI00011,Other Activities,Other - Service Management,12JUL2021:11:17:10,715
1059315,IN10267110,SLAHOLD,DC000254,High-performance Computing,High-performance Computing,0,0
1059332,IN10267112,SLAHOLD,NW000417,GC WAN,GC WAN,07JUL2021:10:10:53,10
1059359,IN10267118,SLAHOLD,DC000129,High-performance Computing,High-performance Computing,16JUL2021:13:33:35,98
1059419,IN10267132,SLAHOLD,SM000585,Other Activities,Other - Service Management,07JUL2021:13:37:39,26
1059466,IN10267142,SLAHOLD,NW000417,GC WAN,GC WAN,07JUL2021:13:40:54,6
1059603,IN10267173,SLAHOLD,NW000439,Fixed Line,Fixed - VoIP,0,0
1059628,IN10267177,SLAHOLD,DC000129,High-performance Computing,High-performance Computing,07JUL2021:16:11:01,6
1059646,IN10267182,SLAHOLD,ITS00380,Directory Services,Directory Services,08JUL2021:11:17:55,3
1059707,IN10267194,SLAHOLD,ITS00381,Directory Services,Directory Services,08JUL2021:10:55:21,0
1059749,IN10267202,SLAHOLD,DC000155,Mainframe,Mainframe,08JUL2021:14:51:03,54
1060015,IN10267269,SLAHOLD,DC000119,Other Activities,Other - Data Centre,08JUL2021:14:08:25,29
1060079,IN10267291,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,08JUL2021:09:31:53,15
1060118,IN10267299,SLAHOLD,ESI00011,Other Activities,Other - Service Management,08JUL2021:12:21:14,4
1060194,IN10267319,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,08JUL2021:16:56:51,5
1060406,IN10267366,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,09JUL2021:10:02:07,25
1060435,IN10267371,SLAHOLD,ESI00011,Other Activities,Other - Service Management,08JUL2021:14:19:40,155
1060489,IN10267382,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,08JUL2021:14:25:02,0
1060514,IN10267387,SLAHOLD,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,13JUL2021:10:14:42,58
1060515,IN10267387,SLAHOLD,ESI00011,Other Activities,Other - Service Management,13JUL2021:10:15:58,58
1060618,IN10267412,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,0,0
1060659,IN10267419,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,08JUL2021:17:13:03,5
1060670,IN10267421,SLAHOLD,DC000129,High-performance Computing,High-performance Computing,08JUL2021:17:55:12,57
1060922,IN10267476,SLAHOLD,ITS00341,Firewall,Firewall,0,0
1060925,IN10267476,SLAHOLD,DC000113,Midrange,Midrange,12JUL2021:14:22:08,357
1060926,IN10267476,SLAHOLD,ESI00011,Other Activities,Other - Service Management,12JUL2021:14:23:24,357
1060927,IN10267476,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,12JUL2021:17:39:26,354
1061005,IN10267515,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,09JUL2021:16:47:08,208
1061249,IN10267587,SLAHOLD,ITS00327,Other Activities,Other - Security,09JUL2021:10:40:21,11
1061324,IN10267609,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,09JUL2021:11:01:38,1
1061424,IN10267637,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,09JUL2021:15:05:36,7
1061476,IN10267648,SLAHOLD,PM000614,Other Activities,Other - Project Management & Delivery,09JUL2021:15:13:49,26
1061649,IN10267689,SLAHOLD,NW000433,GC WAN,GC WAN,09JUL2021:16:32:16,0
1061695,IN10267699,SLAHOLD,ITS00342,Firewall,Firewall,13JUL2021:12:09:20,5
1061716,IN10267704,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,12JUL2021:09:14:27,4
1061795,IN10267721,SLAHOLD,DC000200,Midrange,Midrange - Windows -X86,13JUL2021:08:20:06,0
1061974,IN10267760,SLAHOLD,DC000248,Midrange,Midrange - Windows -X86,14JUL2021:07:38:08,465
1062256,IN10267830,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,10JUL2021:14:14:37,384
1062618,IN10267915,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,11JUL2021:15:58:55,9
1062891,IN10267988,SLAHOLD,DC000200,Midrange,Midrange - Windows -X86,12JUL2021:10:38:17,28
1062950,IN10268002,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,12JUL2021:13:00:00,18
1062971,IN10268006,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,14JUL2021:09:02:00,0
1063046,IN10268020,SLAHOLD,SM000585,Other Activities,Other - Service Management,0,0
1063050,IN10268020,SLAHOLD,SM000585,Other Activities,Other - Service Management,12JUL2021:15:46:25,251
1063051,IN10268020,SLAHOLD,SM000582,Other Activities,Other - Service Management,15JUL2021:12:06:05,224
1063140,IN10268035,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,14JUL2021:12:24:51,0
1063222,IN10268057,SLAHOLD,NW000508,Workplace Technology Services,Workplace Technology Services,13JUL2021:10:25:09,328
1063223,IN10268057,SLAHOLD,COR00557,Other Activities,Other - Internal Services & Strategy,13JUL2021:14:00:35,325
1063228,IN10268058,SLAHOLD,NW000417,GC WAN,GC WAN,0,0
1063278,IN10268069,SLAHOLD,ITS00340,Firewall,Firewall,0,0
